,노출상태,노출상품명,광고그룹 이름,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,광고그룹 ID,상품 ID
1172,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
1173,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
1174,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
1175,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
1176,입찰가 변경 인상 240.0>270.0,CAFE LOGO,원본,8.8,17.0,0.0,0.0,0.0,0.0,on,240.0,nad-a001-02-000000138272063,grp-a001-02-000000021786478,5623464128.0
1177,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5623464128.0
1178,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5623464128.0
1179,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5623464128.0
1180,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5623464128.0
1181,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5623464128.0
1182,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5623464128.0
1183,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5623464128.0
1184,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5623464128.0
1185,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5623464128.0
1186,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
1187,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
1188,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
1189,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
1190,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
1191,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
1192,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
1193,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
1194,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
1195,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
1196,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
1197,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
1198,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
1199,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
1200,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
1201,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
1202,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
1203,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
1204,입찰가 변경 인상 130.0>160.0,스티커표찰 순찰중 외출중 CCTV녹화중 관리책임자 문걸이,원본,20.8,17.0,0.0,0.0,0.0,0.0,on,130.0,nad-a001-02-000000144208082,grp-a001-02-000000021786478,5742885081.0
1205,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5742885081.0
1206,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5742885081.0
1207,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5742885081.0
1208,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5742885081.0
1209,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5742885081.0
1210,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5742885081.0
1211,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5742885081.0
1212,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5742885081.0
1213,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5742885081.0
1214,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
1215,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
1216,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
1217,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
1218,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
1219,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
1220,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
1221,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
1222,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
1223,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
1224,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
1225,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
1226,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
1227,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
1228,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
1229,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
1230,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
1231,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
1232,입찰가 변경 인상 130.0>160.0,스티커표찰 금연 금지 출입 반입 미성년 화기 사용 주차 표시판 포맥스 손대지마세요,원본,14.4,16.0,0.0,0.0,0.0,0.0,on,130.0,nad-a001-02-000000144208090,grp-a001-02-000000021786478,5742885080.0
1233,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5742885080.0
1234,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5742885080.0
1235,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5742885080.0
1236,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5742885080.0
1237,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5742885080.0
1238,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5742885080.0
1239,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5742885080.0
1240,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5742885080.0
1241,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5742885080.0
1242,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
1243,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
1244,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
1245,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
1246,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
1247,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
1248,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
1249,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
1250,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
1251,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
1252,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
1253,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
1254,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
1255,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
1256,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
1257,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
1258,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
1259,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
1260,입찰가 변경 인상 330.0>360.0,부식간판 사각현판 조명 아크릴글자,s,25.6,14.0,1.0,0.0,297.0,0.0,on,330.0,nad-a001-02-000000141207016,grp-a001-02-000000021807551,5678915479.0
1261,소재 점검 필요,정사각형 부식 간판 현판 비조명 조명,원본,,,,,,,on,160.0,nad-a001-02-000000140855477,grp-a001-02-000000021786478,5678915479.0
1262,소재 점검 필요,부식간판 사각현판 조명 로고사인,za,,,,,,,on,160.0,nad-a001-02-000000141206756,grp-a001-02-000000022036028,5678915479.0
1263,소재 점검 필요,부식간판 사각현판 조명 감성간판,z,,,,,,,on,160.0,nad-a001-02-000000141207081,grp-a001-02-000000021736136,5678915479.0
1264,소재 점검 필요,부식간판 사각현판 조명 심플간판,y,,,,,,,on,160.0,nad-a001-02-000000141206891,grp-a001-02-000000021785285,5678915479.0
1265,소재 점검 필요,부식간판 사각현판 조명 홈바간판,x,,,,,,,on,160.0,nad-a001-02-000000141206765,grp-a001-02-000000022036032,5678915479.0
1266,소재 점검 필요,부식간판 사각현판 조명 축하선물,w,,,,,,,on,160.0,nad-a001-02-000000141206955,grp-a001-02-000000021785266,5678915479.0
1267,소재 점검 필요,부식간판 사각현판 조명 현관문문패,v,,,,,,,on,160.0,nad-a001-02-000000141207102,grp-a001-02-000000021785283,5678915479.0
1268,소재 점검 필요,부식간판 사각현판 조명 대문인테리어,u,,,,,,,on,160.0,nad-a001-02-000000141206750,grp-a001-02-000000022036013,5678915479.0
1269,소재 점검 필요,부식간판 사각현판 조명 아크릴로고,t,,,,,,,on,160.0,nad-a001-02-000000141206907,grp-a001-02-000000021807555,5678915479.0
1270,off 소재,부식간판 사각현판 조명 추가인테리어,r,,,,,,,on,160.0,nad-a001-02-000000141207035,grp-a001-02-000000021807549,5678915479.0
1271,off 소재,부식간판 사각현판 조명 홈간판,q,,,,,,,on,160.0,nad-a001-02-000000141206974,grp-a001-02-000000021807550,5678915479.0
1272,off 소재,부식간판 사각현판 조명 샵인테리어소품,p,,,,,,,on,160.0,nad-a001-02-000000141207072,grp-a001-02-000000021807554,5678915479.0
1273,off 소재,부식간판 사각현판 조명 캘리그라피,o,,,,,,,on,160.0,nad-a001-02-000000141206743,grp-a001-02-000000021807546,5678915479.0
1274,off 소재,부식간판 사각현판 조명 벽면간판,n,,,,,,,on,160.0,nad-a001-02-000000141206805,grp-a001-02-000000021807552,5678915479.0
1275,off 소재,부식간판 사각현판 조명 식당간판,m,,,,,,,on,160.0,nad-a001-02-000000141206988,grp-a001-02-000000021807481,5678915479.0
1276,off 소재,부식간판 사각현판 조명 술집오픈선물,l,,,,,,,on,160.0,nad-a001-02-000000141206849,grp-a001-02-000000021807486,5678915479.0
1277,off 소재,부식간판 사각현판 조명 벽꾸미기,k,,,,,,,on,160.0,nad-a001-02-000000141206783,grp-a001-02-000000021807485,5678915479.0
1278,off 소재,부식간판 사각현판 조명 포인트간판,j,,,,,,,on,160.0,nad-a001-02-000000141207093,grp-a001-02-000000021807484,5678915479.0
1279,off 소재,부식간판 사각현판 조명 특이한간판,i,,,,,,,on,160.0,nad-a001-02-000000141207050,grp-a001-02-000000021807511,5678915479.0
1280,off 소재,부식간판 사각현판 조명 이니셜사인,h,,,,,,,on,160.0,nad-a001-02-000000141206949,grp-a001-02-000000021807523,5678915479.0
1281,off 소재,부식간판 사각현판 조명 사이드간판,g,,,,,,,on,160.0,nad-a001-02-000000141206827,grp-a001-02-000000021807496,5678915479.0
1282,off 소재,부식간판 사각현판 조명 디자인사인,f,,,,,,,on,160.0,nad-a001-02-000000141206922,grp-a001-02-000000021807497,5678915479.0
1283,off 소재,부식간판 사각현판 조명 DIY,e,,,,,,,on,200.0,nad-a001-02-000000141207113,grp-a001-02-000000021807488,5678915479.0
1284,off 소재,부식간판 사각현판 조명 제작,d,,,,,,,on,160.0,nad-a001-02-000000141206881,grp-a001-02-000000021807501,5678915479.0
1285,off 소재,부식간판 사각현판 조명 안내판,c,,,,,,,on,160.0,nad-a001-02-000000141206870,grp-a001-02-000000021807519,5678915479.0
1286,off 소재,부식간판 사각현판 조명 개업선물,b,,,,,,,on,160.0,nad-a001-02-000000141206931,grp-a001-02-000000021854519,5678915479.0
1287,off 소재,부식간판 사각현판 조명 사인,a,,,,,,,on,160.0,nad-a001-02-000000141206995,grp-a001-02-000000009335164,5678915479.0
1288,입찰가 변경 인상 50.0>80.0,보영고급홍금헤라 썬팅 시트지 랩핑 밀대,원본,5.4,14.0,0.0,0.0,0.0,0.0,on,50.0,nad-a001-02-000000142168271,grp-a001-02-000000021786478,451546841.0
1289,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,451546841.0
1290,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,451546841.0
1291,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,451546841.0
1292,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,451546841.0
1293,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,451546841.0
1294,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,451546841.0
1295,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,451546841.0
1296,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,451546841.0
1297,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,451546841.0
1298,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
1299,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
1300,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
1301,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
1302,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
1303,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
1304,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
1305,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
1306,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
1307,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
1308,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
1309,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
1310,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
1311,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
1312,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
1313,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
1314,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
1315,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
1316,입찰가 변경 인상 90.0>120.0,스티커표찰 화장실 성별 안내판,원본,14.4,14.0,0.0,0.0,0.0,0.0,on,90.0,nad-a001-02-000000144208086,grp-a001-02-000000021786478,5742885085.0
1317,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5742885085.0
1318,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5742885085.0
1319,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5742885085.0
1320,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5742885085.0
1321,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5742885085.0
1322,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5742885085.0
1323,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5742885085.0
1324,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5742885085.0
1325,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5742885085.0
1326,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
1327,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
1328,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
1329,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
1330,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
1331,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
1332,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
1333,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
1334,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
1335,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
1336,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
1337,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
